"date","wpid"
"201701","WP1335"
"201701","WP1336"
"201701","WP1337"
"201701","WP1338"
"201701","WP1339"
"201701","WP1341"
"201701","WP1342"
"201701","WP1343"
"201701","WP1344"
"201701","WP1345"
"201701","WP1346"
"201701","WP1351"
"201701","WP1352"
"201701","WP1356"
"201701","WP1358"
"201701","WP1359"
"201701","WP1360"
"201701","WP1363"
"201701","WP1365"
"201701","WP1366"
"201701","WP1367"
"201701","WP1369"
"201701","WP1371"
"201701","WP1372"
"201701","WP1373"
"201701","WP1374"
"201701","WP1376"
"201701","WP1380"
"201701","WP1381"
"201701","WP1382"
"201701","WP1383"
"201701","WP1384"
"201701","WP1386"
"201701","WP1387"
"201701","WP1388"
"201701","WP1389"
"201701","WP1391"
"201701","WP1392"
"201701","WP1393"
"201701","WP1396"
"201701","WP1397"
"201701","WP1398"
"201701","WP1401"
"201701","WP1403"
"201701","WP1411"
"201701","WP1422"
"201701","WP1423"
"201701","WP1424"
"201701","WP1425"
"201701","WP1431"
"201701","WP1433"
"201701","WP1434"
"201701","WP1438"
"201701","WP1449"
"201701","WP1451"
"201701","WP1453"
"201701","WP1455"
"201701","WP1461"
"201701","WP1466"
"201701","WP1471"
"201701","WP1485"
"201701","WP1486"
"201701","WP1487"
"201701","WP1488"
"201701","WP1489"
"201701","WP1493"
"201701","WP1495"
"201701","WP1496"
"201701","WP1497"
"201701","WP1498"
"201701","WP1518"
"201701","WP1526"
"201701","WP1528"
"201701","WP1530"
"201701","WP1531"
"201701","WP1533"
"201701","WP1538"
"201701","WP1539"
"201701","WP1541"
"201701","WP1544"
"201701","WP1545"
"201701","WP1546"
"201701","WP1559"
"201701","WP1560"
"201701","WP1567"
"201701","WP1577"
"201701","WP1581"
"201701","WP1584"
"201701","WP1589"
"201701","WP1591"
"201701","WP1596"
"201701","WP1600"
"201701","WP1601"
"201701","WP1602"
"201701","WP1603"
"201701","WP1604"
"201701","WP1622"
"201701","WP1631"
"201701","WP1642"
"201701","WP1652"
"201701","WP1667"
"201701","WP1742"
"201701","WP1763"
"201701","WP1765"
"201701","WP1770"
"201701","WP1771"
"201701","WP1772"
"201701","WP1941"
"201701","WP1946"
"201701","WP1963"
"201701","WP1964"
"201701","WP1965"
"201701","WP1968"
"201701","WP1971"
"201701","WP1981"
"201701","WP1982"
"201701","WP1983"
"201701","WP1984"
"201701","WP1991"
"201701","WP1992"
"201701","WP1995"
"201701","WP1996"
"201701","WP2007"
"201701","WP2011"
"201701","WP2018"
"201701","WP2023"
"201701","WP2029"
"201701","WP2032"
"201701","WP2034"
"201701","WP2035"
"201701","WP2036"
"201701","WP2037"
"201701","WP2038"
"201701","WP2059"
"201701","WP2064"
"201701","WP2067"
"201701","WP2074"
"201701","WP2075"
"201701","WP2079"
"201701","WP2084"
"201701","WP2108"
"201701","WP2112"
"201701","WP2113"
"201701","WP2118"
"201701","WP2132"
"201701","WP2140"
"201701","WP2141"
"201701","WP2148"
"201701","WP2152"
"201701","WP2178"
"201701","WP2185"
"201701","WP2197"
"201701","WP2199"
"201701","WP2203"
"201701","WP2204"
"201701","WP2205"
"201701","WP2207"
"201701","WP2208"
"201701","WP2209"
"201701","WP2210"
"201701","WP2211"
"201701","WP2212"
"201701","WP2220"
"201701","WP2221"
"201701","WP2222"
"201701","WP2224"
"201701","WP2226"
"201701","WP2227"
"201701","WP2229"
"201701","WP2230"
"201701","WP2231"
"201701","WP2233"
"201701","WP2234"
"201701","WP2235"
"201701","WP2249"
"201701","WP2253"
"201701","WP2258"
"201701","WP2261"
"201701","WP2267"
"201701","WP2271"
"201701","WP2272"
"201701","WP2276"
"201701","WP2279"
"201701","WP2287"
"201701","WP2289"
"201701","WP2290"
"201701","WP2291"
"201701","WP2292"
"201701","WP2293"
"201701","WP2313"
"201701","WP2316"
"201701","WP2318"
"201701","WP2324"
"201701","WP2328"
"201701","WP2332"
"201701","WP2333"
"201701","WP2338"
"201701","WP2353"
"201701","WP2355"
"201701","WP2357"
"201701","WP2359"
"201701","WP2360"
"201701","WP2361"
"201701","WP2363"
"201701","WP2366"
"201701","WP2369"
"201701","WP2371"
"201701","WP2374"
"201701","WP2375"
"201701","WP2376"
"201701","WP2380"
"201701","WP2406"
"201701","WP2431"
"201701","WP2432"
"201701","WP2433"
"201701","WP2436"
"201701","WP2446"
"201701","WP2447"
"201701","WP2453"
"201701","WP2456"
"201701","WP2472"
"201701","WP2484"
"201701","WP2485"
"201701","WP2486"
"201701","WP2487"
"201701","WP2488"
"201701","WP2491"
"201701","WP2507"
"201701","WP2509"
"201701","WP2513"
"201701","WP2516"
"201701","WP2525"
"201701","WP2526"
"201701","WP2533"
"201701","WP2536"
"201701","WP2541"
"201701","WP2542"
"201701","WP2562"
"201701","WP2563"
"201701","WP2564"
"201701","WP2566"
"201701","WP2569"
"201701","WP2572"
"201701","WP2573"
"201701","WP2578"
"201701","WP2579"
"201701","WP2583"
"201701","WP2586"
"201701","WP2587"
"201701","WP2596"
"201701","WP2597"
"201701","WP2603"
"201701","WP2621"
"201701","WP2622"
"201701","WP2623"
"201701","WP2624"
"201701","WP2625"
"201701","WP2626"
"201701","WP2630"
"201701","WP2631"
"201701","WP2633"
"201701","WP2634"
"201701","WP2636"
"201701","WP2637"
"201701","WP2638"
"201701","WP2640"
"201701","WP2643"
"201701","WP2645"
"201701","WP2646"
"201701","WP2795"
"201701","WP2805"
"201701","WP2806"
"201701","WP2813"
"201701","WP2814"
"201701","WP2815"
"201701","WP2816"
"201701","WP2817"
"201701","WP2826"
"201701","WP2828"
"201701","WP2829"
"201701","WP2836"
"201701","WP2839"
"201701","WP2840"
"201701","WP2841"
"201701","WP2846"
"201701","WP2848"
"201701","WP2849"
"201701","WP2851"
"201701","WP2852"
"201701","WP2853"
"201701","WP2854"
"201701","WP2855"
"201701","WP2857"
"201701","WP2858"
"201701","WP2859"
"201701","WP2860"
"201701","WP2861"
"201701","WP2862"
"201701","WP2863"
"201701","WP2864"
"201701","WP2865"
"201701","WP2868"
"201701","WP2869"
"201701","WP2870"
"201701","WP2872"
"201701","WP2873"
"201701","WP2874"
"201701","WP2875"
"201701","WP2876"
"201701","WP2877"
"201701","WP2878"
"201701","WP2879"
"201701","WP2880"
"201701","WP2881"
"201701","WP2882"
"201701","WP2884"
"201701","WP2886"
"201701","WP2888"
"201701","WP2889"
"201701","WP2890"
"201701","WP2891"
"201701","WP2892"
"201701","WP2895"
"201701","WP2901"
"201701","WP2902"
"201701","WP2904"
"201701","WP1375"
"201701","WP1355"
"201701","WP1349"
"201701","WP2908"
"201701","WP2910"
"201701","WP2911"
"201701","WP2912"
"201701","WP2811"
"201701","WP2915"
"201701","WP2916"
"201701","WP2918"
"201701","WP2928"
"201701","WP2940"
"201701","WP2941"
"201701","WP2942"
"201701","WP2943"
"201701","WP2944"
"201701","WP2945"
"201701","WP3015"
"201701","WP3114"
"201701","WP3115"
"201701","WP3116"
"201701","WP3117"
"201701","WP3118"
"201701","WP3119"
"201701","WP3120"
"201701","WP3121"
"201701","WP3122"
"201701","WP3123"
"201701","WP3124"
"201701","WP3125"
"201701","WP3126"
"201701","WP3127"
"201701","WP3129"
"201701","WP3130"
"201701","WP3131"
"201701","WP3132"
"201701","WP3134"
"201701","WP3135"
"201701","WP3136"
"201701","WP3137"
"201701","WP3138"
"201701","WP3139"
"201701","WP3140"
"201701","WP3141"
"201701","WP3142"
"201701","WP3143"
"201701","WP3145"
"201701","WP3146"
"201701","WP3147"
"201701","WP3148"
"201701","WP3149"
"201701","WP3150"
"201701","WP3151"
"201701","WP3152"
"201701","WP3153"
"201701","WP3154"
"201701","WP3155"
"201701","WP3156"
"201701","WP3157"
"201701","WP3158"
"201701","WP3159"
"201701","WP3160"
"201701","WP3161"
"201701","WP3162"
"201701","WP3163"
"201701","WP3164"
"201701","WP3165"
"201701","WP3166"
"201701","WP3167"
"201701","WP3168"
"201701","WP3169"
"201701","WP3171"
"201701","WP3172"
"201701","WP3173"
"201701","WP3174"
"201701","WP3176"
"201701","WP3177"
"201701","WP3178"
"201701","WP3179"
"201701","WP3181"
"201701","WP3182"
"201701","WP3183"
"201701","WP3184"
"201701","WP3185"
"201701","WP3186"
"201701","WP3187"
"201701","WP3188"
"201701","WP3189"
"201701","WP3190"
"201701","WP3191"
"201701","WP3192"
"201701","WP3193"
"201701","WP3194"
"201701","WP3195"
"201701","WP3196"
"201701","WP3197"
"201701","WP3198"
"201701","WP3199"
"201701","WP3200"
"201701","WP3202"
"201701","WP3203"
"201701","WP3204"
"201701","WP3205"
"201701","WP3206"
"201701","WP3207"
"201701","WP3208"
"201701","WP3209"
"201701","WP3210"
"201701","WP3211"
"201701","WP3212"
"201701","WP3213"
"201701","WP3214"
"201701","WP3216"
"201701","WP3217"
"201701","WP3218"
"201701","WP3219"
"201701","WP3221"
"201701","WP3222"
"201701","WP3223"
"201701","WP3224"
"201701","WP3225"
"201701","WP3226"
"201701","WP3227"
"201701","WP3228"
"201701","WP3230"
"201701","WP3231"
"201701","WP3232"
"201701","WP3233"
"201701","WP3234"
"201701","WP3236"
"201701","WP3237"
"201701","WP3239"
"201701","WP3240"
"201701","WP3241"
"201701","WP3242"
"201701","WP3243"
"201701","WP3244"
"201701","WP3245"
"201701","WP3246"
"201701","WP3247"
"201701","WP3248"
"201701","WP3249"
"201701","WP3250"
"201701","WP3251"
"201701","WP3252"
"201701","WP3253"
"201701","WP3254"
"201701","WP3255"
"201701","WP3256"
"201701","WP3257"
"201701","WP3258"
"201701","WP3259"
"201701","WP3260"
"201701","WP3262"
"201701","WP3263"
"201701","WP3264"
"201701","WP3265"
"201701","WP3266"
"201701","WP3268"
"201701","WP3269"
"201701","WP3270"
"201701","WP3271"
"201701","WP3272"
"201701","WP3273"
"201701","WP3274"
"201701","WP3275"
"201701","WP3276"
"201701","WP3277"
"201701","WP3278"
"201701","WP3280"
"201701","WP3281"
"201701","WP3282"
"201701","WP3286"
"201701","WP3287"
"201701","WP3297"
"201701","WP3298"
"201701","WP3299"
"201701","WP3300"
"201701","WP3301"
"201701","WP3302"
"201701","WP3303"
"201701","WP3407"
"201701","WP3408"
"201701","WP3413"
"201701","WP3414"
"201701","WP3527"
"201701","WP3529"
"201701","WP3538"
"201701","WP3580"
"201701","WP3583"
"201701","WP3584"
"201701","WP3585"
"201701","WP3591"
"201701","WP3592"
"201701","WP3593"
"201701","WP3594"
"201701","WP3595"
"201701","WP3596"
"201701","WP3599"
"201701","WP3601"
"201701","WP3602"
"201701","WP3604"
"201701","WP3611"
"201701","WP3612"
"201701","WP3613"
"201701","WP3614"
"201701","WP3617"
"201701","WP3620"
"201701","WP3622"
"201701","WP3624"
"201701","WP3625"
"201701","WP3626"
"201701","WP3627"
"201701","WP3628"
"201701","WP3630"
"201701","WP3632"
"201701","WP3633"
"201701","WP3634"
"201701","WP3635"
"201701","WP3636"
"201701","WP3638"
"201701","WP3640"
"201701","WP3641"
"201701","WP3644"
"201701","WP3645"
"201701","WP3646"
"201701","WP3648"
"201701","WP3649"
"201701","WP3650"
"201701","WP3651"
"201701","WP3652"
"201701","WP3653"
"201701","WP3654"
"201701","WP3655"
"201701","WP3656"
"201701","WP3657"
"201701","WP3658"
"201701","WP3660"
"201701","WP3661"
"201701","WP3662"
"201701","WP3663"
"201701","WP3664"
"201701","WP3666"
"201701","WP3668"
"201701","WP3670"
"201701","WP3672"
"201701","WP3673"
"201701","WP3674"
"201701","WP3675"
"201701","WP3676"
"201701","WP3678"
"201701","WP3679"
"201701","WP3680"
"201701","WP3830"
"201701","WP3843"
"201701","WP3844"
"201701","WP3845"
"201701","WP3849"
"201701","WP3850"
"201701","WP3851"
"201701","WP3853"
"201701","WP3855"
"201701","WP3856"
"201701","WP3857"
"201701","WP3858"
"201701","WP3859"
"201701","WP3860"
"201701","WP3863"
"201701","WP3864"
"201701","WP3865"
"201701","WP3869"
"201701","WP3871"
"201701","WP3872"
"201701","WP3873"
"201701","WP3874"
"201701","WP3875"
